word,score
outstanding,0.07116995254460681
amazing,0.06638417975350275
absolutely,0.06439958135119801
incredible,0.03798989760451784
truly,0.034878635894145284
fantastic,0.03359128394929671
gem,0.032183590254709106
incredibly,0.03103864198669536
simply,0.02995034458537759
highly,0.02933836040226708
perfect,0.029041259701735496
wait,0.028457082489102878
delicious,0.02692186399271295
delightful,0.02303950391191041
recommend,0.0211168853630117
perfectly,0.02039894864007306
bursting,0.01791039425714046
exceptional,0.016277820998854425
vibrant,0.016152993005026865
thrilled,0.014332706497911244
bite,0.01422040839607595
making,0.01405669736971896
love,0.012941084756876171
return,0.012521700094916318
phenomenal,0.012073209254770739
notch,0.012041060117338593
unforgettable,0.011804264084244617
visit,0.01108729151210169
right,0.010891375204623582
delight,0.010849186185904428
exceeded,0.010545090790925511
fresh,0.010127810630609786
absolute,0.009882535620512473
perfection,0.009876895514644022
come,0.009827793194354442
inviting,0.009157325460670534
friendly,0.009116417201474866
dish,0.009102913950454384
stunning,0.008881486441100749
indulged,0.008737491126039254
indulge,0.008316261540931794
away,0.008283827479251693
beautifully,0.007971312459417384
attentive,0.007898694824662315
spot,0.007874077827773602
divine,0.007576536175555802
short,0.007562498114154442
moment,0.0073067607195925425
true,0.007294112799402954
dining,0.007265510161513309
warm,0.007030863752572968
mouthwatering,0.006979676720320949
penny,0.006969257573758815
miss,0.0069600852215447595
flavor,0.006950089020932694
flavors,0.0069358579152866695
adore,0.0069338596424007954
let,0.006850337487896985
blown,0.0068352221354108155
cooked,0.006828929511582194
favorite,0.006774296067214973
atmosphere,0.006538240672944933
cozy,0.006452836228763632
home,0.006357907166209837
loved,0.00631512865748619
welcoming,0.0062622138842575465
generous,0.0061816922234051615
world,0.006129466243457429
makes,0.006077559520214848
couldn,0.006032921505577406
refreshing,0.006017558234141074
plus,0.005999652593716649
best,0.005975635601239251
adds,0.0059473628253117455
wonderful,0.00591086117875078
unbeatable,0.005870609299370765
place,0.005852831133686044
treat,0.005826315600252789
exceptionally,0.005812045264238329
selection,0.005520428101483716
resist,0.005487540964910586
tell,0.00542124314133755
special,0.005303010865175607
rich,0.005261602900442442
wholeheartedly,0.005226551923784243
breathtaking,0.0051993433880735745
crispy,0.005138779631649016
creating,0.005064764153765932
charming,0.005050460391467076
deserves,0.005003290928125118
paired,0.004980889391748223
wonderfully,0.004881132215753434
lunch,0.004867023544277959
culinary,0.004780958108254982
exquisite,0.004717615339665113
confidently,0.004707385470898968
fabulous,0.004700172205206209
heavenly,0.004659956577983716
super,0.004572033913637129
consistently,0.004567564727991203
impeccable,0.004479272858650922
impeccably,0.004462676139478156
pleasure,0.004321000786407295
crafted,0.004198898134753085
featuring,0.004172586196894153
craving,0.0041392427340750946
pure,0.004127791841108123
packed,0.004105307310450343
hands,0.0040218739799218126
tender,0.004021671178555871
joy,0.003965807296318096
minor,0.0039610078076273945
delectable,0.003960366834029807
hidden,0.0039581736415708335
totally,0.003878939524956571
variety,0.0038544244031369582
happier,0.0038437132329484473
ensuring,0.0037756157055087707
enjoying,0.0037567609695154033
ensure,0.003624482324458274
fun,0.0036222952820430115
savor,0.0036166251101486155
deliciousness,0.003600144972796585
savored,0.0035737049541615233
elevates,0.0035564434854340582
bonus,0.003538054565853743
vegas,0.0035086907776170004
energy,0.0034268516548453982
remarkable,0.003425543342889738
trust,0.0034037650525399286
wow,0.003397990778282939
discovered,0.0033759799745395644
spectacular,0.0033561677921503997
level,0.0033325495292024234
excitement,0.003321225450431191
blew,0.0033102523590102465
filled,0.003304396715904766
try,0.0032634416290848837
value,0.003254500819897827
adventure,0.0032209747052868755
talk,0.003213636260972824
explosion,0.0031939622158698674
entire,0.003179027918997597
night,0.00315892669861737
enhances,0.003133126093390526
beautiful,0.0031330799609713346
destination,0.003114320453123324
expertly,0.003113788365666606
strip,0.0030954291478049595
topped,0.003065961679352563
raving,0.003023516670658646
forget,0.003021431474424494
unique,0.0029838717588157133
juicy,0.002980911202339095
flavorful,0.0029716141452177554
portions,0.0029601813987457587
treasure,0.0029453186544036404
fast,0.0028936059025533633
irresistible,0.0028539870916616202
electric,0.0028505853360262807
elevated,0.002833334411477443
day,0.0028264059448373296
genuinely,0.002787730577273148
recommended,0.0027655636269769248
impressively,0.0027286484162500294
bar,0.002713842444961475
ultimate,0.002692152969888169
just,0.0026886255103759117
welcomed,0.0026706060613752858
breakfast,0.002660913571895053
single,0.0026578377178271507
spotless,0.0026493241193837327
creates,0.0026369264137106533
steal,0.0026212003095611265
sweet,0.0026207114190947125
creamy,0.002616638287215689
affordable,0.0026127340413059892
array,0.0026040259236865355
sets,0.00258968975119312
chicken,0.002586304236750561
glad,0.0025804825339747007
blast,0.0025713247881434947
breeze,0.0025672875759382855
bliss,0.0025639299643855965
menu,0.0025470654721624977
knowledgeable,0.0025078874483466093
extraordinary,0.0025000518949755634
goes,0.0024936547084081196
ambiance,0.0024930357238855073
feel,0.002487180030130815
impressed,0.002477523001022436
feast,0.0024415021778299946
authentic,0.0024341410221870767
easy,0.002429791867759627
friends,0.0024293437655539367
spacious,0.002427059634733333
bustling,0.002421644970016584
blend,0.002405151624165819
keeps,0.002401176115966292
beer,0.0023815114996408255
patio,0.002375681604281293
disappoints,0.0023747070361194713
shines,0.0023488939510085192
discover,0.0023404519026026032
stop,0.002306242365463002
cuisine,0.0022992331714453353
sandwiches,0.0022959431057759682
heart,0.002281771970600782
complemented,0.0022745863037272945
surprise,0.002254875680243438
burst,0.0022482193775194437
enchanting,0.0022306671177881
captivated,0.0022147271656770317
new,0.002206051172945295
